CID,Annotator,Sentence,Sno.,Preprocessed,Eno.,Source,Target,Belief,Event
4431,Magda,"B: I know that and I mean i- i- you get blamed, you still get blamed for shit and, and lectured about shit that happens when you’re a kid or, or, or whatever and all that I mean.",180,"I know that and I mean you get blamed, you still get blamed for shit and, and lectured about shit that happens when you’re a kid or, or, or whatever and all that I mean.",180.1,B,know,true,I know that
4431,Magda,"B: I know that and I mean i- i- you get blamed, you still get blamed for shit and, and lectured about shit that happens when you’re a kid or, or, or whatever and all that I mean.",180,"I know that and I mean you get blamed, you still get blamed for shit and, and lectured about shit that happens when you’re a kid or, or, or whatever and all that I mean.",180.2,B,get,unknown,get
4431,Magda,"B: I know that and I mean i- i- you get blamed, you still get blamed for shit and, and lectured about shit that happens when you’re a kid or, or, or whatever and all that I mean.",180,"I know that and I mean you get blamed, you still get blamed for shit and, and lectured about shit that happens when you’re a kid or, or, or whatever and all that I mean.",180.3,B,get,true,get
4431,Magda,"B: I know that and I mean i- i- you get blamed, you still get blamed for shit and, and lectured about shit that happens when you’re a kid or, or, or whatever and all that I mean.",180,"I know that and I mean you get blamed, you still get blamed for shit and, and lectured about shit that happens when you’re a kid or, or, or whatever and all that I mean.",180.4,B,blamed,unknown,I mean you get blamed
4431,Magda,"B: I know that and I mean i- i- you get blamed, you still get blamed for shit and, and lectured about shit that happens when you’re a kid or, or, or whatever and all that I mean.",180,"I know that and I mean you get blamed, you still get blamed for shit and, and lectured about shit that happens when you’re a kid or, or, or whatever and all that I mean.",180.5,B,blamed,true,"and I mean you get blamed, you still get blamed for shit"
4431,Magda,"B: I know that and I mean i- i- you get blamed, you still get blamed for shit and, and lectured about shit that happens when you’re a kid or, or, or whatever and all that I mean.",180,"I know that and I mean you get blamed, you still get blamed for shit and, and lectured about shit that happens when you’re a kid or, or, or whatever and all that I mean.",180.6,B,lectured,true,lectured about shit that happens when you’re a kid
4431,Magda,"B: I know that and I mean i- i- you get blamed, you still get blamed for shit and, and lectured about shit that happens when you’re a kid or, or, or whatever and all that I mean.",180,"I know that and I mean you get blamed, you still get blamed for shit and, and lectured about shit that happens when you’re a kid or, or, or whatever and all that I mean.",180.7,B,happens,true,that happens when you’re a kid
4431,Magda,"A: Well I don’t get it for that but %um so then dad, dad says now why {breath} don’t you want to go to &Des &Moines and I said because I don’t.",181,"Well I don’t get it for that but so then dad, dad says now why don’t you want to go to Des Moines and I said because I don’t.",181.1,A,get,false,Well I don’t get it for that
4431,Magda,"A: Well I don’t get it for that but %um so then dad, dad says now why {breath} don’t you want to go to &Des &Moines and I said because I don’t.",181,"Well I don’t get it for that but so then dad, dad says now why don’t you want to go to Des Moines and I said because I don’t.",181.2,A,says,true,"but so then dad, dad says now why don’t you want to go to Des Moines"
4431,Magda,"A: Well I don’t get it for that but %um so then dad, dad says now why {breath} don’t you want to go to &Des &Moines and I said because I don’t.",181,"Well I don’t get it for that but so then dad, dad says now why don’t you want to go to Des Moines and I said because I don’t.",181.3,A,says,true,and I said because I don’t.
4431,Magda,"A: Well I don’t get it for that but %um so then dad, dad says now why {breath} don’t you want to go to &Des &Moines and I said because I don’t.",181,"Well I don’t get it for that but so then dad, dad says now why don’t you want to go to Des Moines and I said because I don’t.",181.4,A,want,unknown,why don’t you want to go to Des Moines
4431,Magda,"A: Well I don’t get it for that but %um so then dad, dad says now why {breath} don’t you want to go to &Des &Moines and I said because I don’t.",181,"Well I don’t get it for that but so then dad, dad says now why don’t you want to go to Des Moines and I said because I don’t.",181.5,A,go,unknown,to go to Des Moines
4431,Magda,A: I said I thought we’d already been through this cause I already told them I didn’t want to go to &Des M&oines.,182,I said I thought we’d already been through this cause I already told them I didn’t want to go to Des Moines.,182.1,A,said,true,I said I thought we’d already been through this cause I already told them I didn’t want to go to Des Moines.
4431,Magda,A: I said I thought we’d already been through this cause I already told them I didn’t want to go to &Des M&oines.,182,I said I thought we’d already been through this cause I already told them I didn’t want to go to Des Moines.,182.2,A,thought,unknown,I thought we’d already been through this cause I already told them I didn’t want to go to Des Moines
4431,Magda,A: I said I thought we’d already been through this cause I already told them I didn’t want to go to &Des M&oines.,182,I said I thought we’d already been through this cause I already told them I didn’t want to go to Des Moines.,182.3,A,been,unknown,we’d already been through this cause
4431,Magda,A: I said I thought we’d already been through this cause I already told them I didn’t want to go to &Des M&oines.,182,I said I thought we’d already been through this cause I already told them I didn’t want to go to Des Moines.,182.4,A,told,true,I already told them I didn’t want to go to Des Moines
4431,Magda,A: I said I thought we’d already been through this cause I already told them I didn’t want to go to &Des M&oines.,182,I said I thought we’d already been through this cause I already told them I didn’t want to go to Des Moines.,182.5,A,want,unknown,I didn’t want to go to Des Moines
4431,Magda,A: I said I thought we’d already been through this cause I already told them I didn’t want to go to &Des M&oines.,182,I said I thought we’d already been through this cause I already told them I didn’t want to go to Des Moines.,182.6,A,go,unknown,to go to Des Moines
4431,Magda,"A: And he goes {breath} well then we’ll drive to &Omaha and pick up sh- %um &Ryan {breath} and, and then %uh we’ll bring him back {breath} and then we’ll %uh bring him back home to &Omaha.  And I said {breath}",183,"And he goes well then we’ll drive to Omaha and pick up Ryan and, and then we’ll bring him back and then we’ll bring him back home to Omaha. And I said",183.1,A,goes,true,And he goes well then we’ll drive to Omaha
4431,Magda,"A: And he goes {breath} well then we’ll drive to &Omaha and pick up sh- %um &Ryan {breath} and, and then %uh we’ll bring him back {breath} and then we’ll %uh bring him back home to &Omaha.  And I said {breath}",183,"And he goes well then we’ll drive to Omaha and pick up Ryan and, and then we’ll bring him back and then we’ll bring him back home to Omaha. And I said",183.2,A,drive,true,then we’ll drive to Omaha
4431,Magda,"A: And he goes {breath} well then we’ll drive to &Omaha and pick up sh- %um &Ryan {breath} and, and then %uh we’ll bring him back {breath} and then we’ll %uh bring him back home to &Omaha.  And I said {breath}",183,"And he goes well then we’ll drive to Omaha and pick up Ryan and, and then we’ll bring him back and then we’ll bring him back home to Omaha. And I said",183.3,A,pick,true,pick up Ryan
4431,Magda,"A: And he goes {breath} well then we’ll drive to &Omaha and pick up sh- %um &Ryan {breath} and, and then %uh we’ll bring him back {breath} and then we’ll %uh bring him back home to &Omaha.  And I said {breath}",183,"And he goes well then we’ll drive to Omaha and pick up Ryan and, and then we’ll bring him back and then we’ll bring him back home to Omaha. And I said",183.4,A,bring,true,then we’ll bring him back
4431,Magda,"A: And he goes {breath} well then we’ll drive to &Omaha and pick up sh- %um &Ryan {breath} and, and then %uh we’ll bring him back {breath} and then we’ll %uh bring him back home to &Omaha.  And I said {breath}",183,"And he goes well then we’ll drive to Omaha and pick up Ryan and, and then we’ll bring him back and then we’ll bring him back home to Omaha. And I said",183.5,A,bring,true,then we’ll bring him back home to Omaha.
4431,Magda,B: %mm.,184,mm.,184.1,B,mm,true,mm.
4431,Magda,A: oh so you’re not and the whole thing is that I won’t let them stay in my house anymore.,185,oh so you’re not and the whole thing is that I won’t let them stay in my house anymore.,185.1,A,let,unknown,that I won’t let them stay in my house anymore
4431,Magda,A: oh so you’re not and the whole thing is that I won’t let them stay in my house anymore.,185,oh so you’re not and the whole thing is that I won’t let them stay in my house anymore.,185.2,A,stay,unknown,them stay in my house anymore
4431,Magda,A: [background noise] Because I can’t have that twenty-four hour {breath} bitching and negative. I can’t. I can’t live like that.,186,Because I can’t have that twenty-four hour bitching and negative. I can’t. I can’t live like that.,186.1,A,live,unknown,I can’t live like that.
