CID,Annotator,Sentence,Sno.,Preprocessed,Coref Resolved,Eno.,Source,Target,Belief,Event
4431,Magda,"A: So we’re sitting there in &McDonald’s p- and I’m they had &Shawn for a week {breath} and %uh we’re visiting and, and %uh {breath} they start in on me right away.",132,"So we’re sitting there in McDonald’s and I’m they had Shawn for a week and we’re visiting and, and they start in on me right away.","So we’re sitting there in McDonald’s and I’m mom and dad had Shawn for a week and we’re visiting and, and mom and dad start in on me right away.",132.2,A,had,true,mom and dad had Shawn for a week
4431,Magda,"A: So we’re sitting there in &McDonald’s p- and I’m they had &Shawn for a week {breath} and %uh we’re visiting and, and %uh {breath} they start in on me right away.",132,"So we’re sitting there in McDonald’s and I’m they had Shawn for a week and we’re visiting and, and they start in on me right away.","So we’re sitting there in McDonald’s and I’m mom and dad had Shawn for a week and we’re visiting and, and mom and dad start in on me right away.",132.3,A,visiting,true,we’re visiting
4431,Magda,"A: So we’re sitting there in &McDonald’s p- and I’m they had &Shawn for a week {breath} and %uh we’re visiting and, and %uh {breath} they start in on me right away.",132,"So we’re sitting there in McDonald’s and I’m they had Shawn for a week and we’re visiting and, and they start in on me right away.","So we’re sitting there in McDonald’s and I’m mom and dad had Shawn for a week and we’re visiting and, and mom and dad start in on me right away.",132.4,A,start,true,mom and dad start in on me right away.
4431,Magda,A: And you keep your mouth shut and you don’t say this and you don’t say that and don’t say this and don’t say that. [[adopting the voice of an admonishing parent for mocking effect]] {breath} It was the whole time was %uh was nothing but a big fucking lecture.,133,And you keep your mouth shut and you don’t say this and you don’t say that and don’t say this and don’t say that. It was the whole time was was nothing but a big fucking lecture.,And you keep your mouth shut and you don’t say this and you don’t say that and don’t say this and don’t say that. It was the whole time was was nothing but a big fucking lecture.,133.1,A,keep,true,And B keep B's mouth shut
4431,Magda,A: And you keep your mouth shut and you don’t say this and you don’t say that and don’t say this and don’t say that. [[adopting the voice of an admonishing parent for mocking effect]] {breath} It was the whole time was %uh was nothing but a big fucking lecture.,133,And you keep your mouth shut and you don’t say this and you don’t say that and don’t say this and don’t say that. It was the whole time was was nothing but a big fucking lecture.,And you keep your mouth shut and you don’t say this and you don’t say that and don’t say this and don’t say that. It was the whole time was was nothing but a big fucking lecture.,133.2,A,say,false,B don’t say this
4431,Magda,A: And you keep your mouth shut and you don’t say this and you don’t say that and don’t say this and don’t say that. [[adopting the voice of an admonishing parent for mocking effect]] {breath} It was the whole time was %uh was nothing but a big fucking lecture.,133,And you keep your mouth shut and you don’t say this and you don’t say that and don’t say this and don’t say that. It was the whole time was was nothing but a big fucking lecture.,And you keep your mouth shut and you don’t say this and you don’t say that and don’t say this and don’t say that. It was the whole time was was nothing but a big fucking lecture.,133.3,A,say,true,B don’t say that
4431,Magda,A: And you keep your mouth shut and you don’t say this and you don’t say that and don’t say this and don’t say that. [[adopting the voice of an admonishing parent for mocking effect]] {breath} It was the whole time was %uh was nothing but a big fucking lecture.,133,And you keep your mouth shut and you don’t say this and you don’t say that and don’t say this and don’t say that. It was the whole time was was nothing but a big fucking lecture.,And you keep your mouth shut and you don’t say this and you don’t say that and don’t say this and don’t say that. It was the whole time was was nothing but a big fucking lecture.,133.4,A,say,true,don’t say this
4431,Magda,B: {laugh} You say oh I’ve got to go.,134,You say oh I’ve got to go.,You say oh I’ve got to go.,134.1,B,say,true,A say oh B’ve got to go.
4431,Magda,B: {laugh} You say oh I’ve got to go.,134,You say oh I’ve got to go.,You say oh I’ve got to go.,134.2,B,go,unknown,to go
4431,Magda,B: {laugh} You say oh I’ve got to go.,134,You say oh I’ve got to go.,You say oh I’ve got to go.,134.3,B_you,go,true,to go
4431,Magda,"A: So I think, I think I did that on purpose.",135,"So I think, I think I did that on purpose.","So I think, I think I did that on purpose.",135.1,A,think,true,A think
4431,Magda,"A: So I think, I think I did that on purpose.",135,"So I think, I think I did that on purpose.","So I think, I think I did that on purpose.",135.2,A,think,true,"So A think, A think A did that on purpose."
4431,Magda,"A: So I think, I think I did that on purpose.",135,"So I think, I think I did that on purpose.","So I think, I think I did that on purpose.",135.3,A,did,unknown,A did that on purpose
4431,Magda,B: Good for you.,136,Good for you.,Good for you., , , , , 
4431,Magda,A: {breath} Well then the following weekend was father’s day.,137,Well then the following weekend was father’s day.,Well then the following weekend was father’s day.,137.1,A,was,true,Well then the following weekend was father’s day.
4431,Magda,A: And %uh we were supposed to all meet in &Des M-,138,And we were supposed to all meet in Des M-,And we were supposed to all meet in Des M-,138.1,A,meet,unknown,to all meet in Des M-
4431,Magda,A: oh that was to drop &Shawn off. okay. yeah.  {breath} And then we’re going to meet and pick &Shawn up and see &Kara and &David. I’ve never seen that kid.,139,oh that was to drop Shawn off. okay. yeah. And then we’re going to meet and pick Shawn up and see Kara and David. I’ve never seen that kid.,oh that was to drop Shawn off. okay. yeah. And then we’re going to meet and pick Shawn up and see Kara and David. I’ve never seen David.,139.1,A,drop,true,to drop Shawn off
4431,Magda,A: oh that was to drop &Shawn off. okay. yeah.  {breath} And then we’re going to meet and pick &Shawn up and see &Kara and &David. I’ve never seen that kid.,139,oh that was to drop Shawn off. okay. yeah. And then we’re going to meet and pick Shawn up and see Kara and David. I’ve never seen that kid.,oh that was to drop Shawn off. okay. yeah. And then we’re going to meet and pick Shawn up and see Kara and David. I’ve never seen David.,139.2,A,meet,true,to meet
4431,Magda,A: oh that was to drop &Shawn off. okay. yeah.  {breath} And then we’re going to meet and pick &Shawn up and see &Kara and &David. I’ve never seen that kid.,139,oh that was to drop Shawn off. okay. yeah. And then we’re going to meet and pick Shawn up and see Kara and David. I’ve never seen that kid.,oh that was to drop Shawn off. okay. yeah. And then we’re going to meet and pick Shawn up and see Kara and David. I’ve never seen David.,139.3,A,pick,true,pick Shawn up
4431,Magda,A: oh that was to drop &Shawn off. okay. yeah.  {breath} And then we’re going to meet and pick &Shawn up and see &Kara and &David. I’ve never seen that kid.,139,oh that was to drop Shawn off. okay. yeah. And then we’re going to meet and pick Shawn up and see Kara and David. I’ve never seen that kid.,oh that was to drop Shawn off. okay. yeah. And then we’re going to meet and pick Shawn up and see Kara and David. I’ve never seen David.,139.4,A,see,true,see Kara
4431,Magda,"A: Have no clue what he, well you haven’t either.",140,"Have no clue what he, well you haven’t either.","Have no clue what David, well you haven’t either.",140.1,A,Have,false,"Have no clue what David, well B haven’t either."
4431,Magda,"A: Have no clue what he, well you haven’t either.",140,"Have no clue what he, well you haven’t either.","Have no clue what David, well you haven’t either.",140.2,A,no,false,no clue
4431,Magda,B: uh-uh.,141,uh-uh.,uh-uh.,141.1,B,uh,true,uh-uh.
4431,Magda,A: So %um,142,So,So,142.1,A,So,true,So
4431,Magda,"A: we get there and there’s dad with his hands in his pocket and he meets us out at the car and, {breath} and %uh",143,"we get there and there’s dad with his hands in his pocket and he meets us out at the car and, and","we get there and there’s dad with his hands in his pocket and he meets us out at the car and, and",143.1,A,get,true,we get there
4431,Magda,"A: we get there and there’s dad with his hands in his pocket and he meets us out at the car and, {breath} and %uh",143,"we get there and there’s dad with his hands in his pocket and he meets us out at the car and, and","we get there and there’s dad with his hands in his pocket and he meets us out at the car and, and",143.2,A_he,get,true,we get there
4431,Magda,A: %um mom was sitting on the bench for once not huddling around dad. {breath},144,mom was sitting on the bench for once not huddling around dad.,mom was sitting on the bench for once not huddling around dad.,144.1,A,sitting,true,mom was sitting on the bench for once not huddling around dad.
4431,Magda,A: %um mom was sitting on the bench for once not huddling around dad. {breath},144,mom was sitting on the bench for once not huddling around dad.,mom was sitting on the bench for once not huddling around dad.,144.2,A,huddling,false,once not huddling around dad
4431,Magda,B: {laugh},145, , , , , , , 
4431,Magda,A: And %um I said where’s &Kara. {breath} He said well she didn’t come.,146,And I said where’s Kara. He said well she didn’t come.,And I said where’s Kara. He said well Kara didn’t come.,146.1,A,said,true,And A said where’s Kara.
4431,Magda,A: And %um I said where’s &Kara. {breath} He said well she didn’t come.,146,And I said where’s Kara. He said well she didn’t come.,And I said where’s Kara. He said well Kara didn’t come.,146.2,A,where,unknown,where’s Kara
4431,Magda,A: And %um I said where’s &Kara. {breath} He said well she didn’t come.,146,And I said where’s Kara. He said well she didn’t come.,And I said where’s Kara. He said well Kara didn’t come.,146.3,A,come,unknown,well Kara didn’t come
4431,Magda,A: And %um I said where’s &Kara. {breath} He said well she didn’t come.,146,And I said where’s Kara. He said well she didn’t come.,And I said where’s Kara. He said well Kara didn’t come.,146.4,A_He,where,false,where’s Kara
4431,Magda,A: And %um I said where’s &Kara. {breath} He said well she didn’t come.,146,And I said where’s Kara. He said well she didn’t come.,And I said where’s Kara. He said well Kara didn’t come.,146.5,A_He,come,false,well Kara didn’t come
4431,Magda,A: {breath} And I said what.,147,And I said what.,And I said what.,147.1,A,said,true,And A said what.
4431,Magda,"A: He said no she didn’t come. She %uh she didn’t like the last two conversations that she had with you. She %uh doesn’t, didn’t like what you s- you had to say to her.",148,"He said no she didn’t come. She she didn’t like the last two conversations that she had with you. She doesn’t, didn’t like what you you had to say to her.","He said no Kara didn’t come. Kara Kara didn’t like the last two conversations that Kara had with you. Kara doesn’t, didn’t like what you you had to say to Kara.",148.1,A,say,true,He said no Kara didn’t come.
4431,Magda,"A: He said no she didn’t come. She %uh she didn’t like the last two conversations that she had with you. She %uh doesn’t, didn’t like what you s- you had to say to her.",148,"He said no she didn’t come. She she didn’t like the last two conversations that she had with you. She doesn’t, didn’t like what you you had to say to her.","He said no Kara didn’t come. Kara Kara didn’t like the last two conversations that Kara had with you. Kara doesn’t, didn’t like what you you had to say to Kara.",148.2,A,come,unknown,no Kara didn’t come
